Day	Weather	Holiday	FoodItem	QuantitySold
Sunday	Rainy	Yes	Pani Puri	248
Monday	Cloudy	Yes	Idli	189
Monday	Rainy	Yes	Punukulu	185
Sunday	Rainy	No	Mirchi Bhajji	108
Sunday	Cloudy	No	Punukulu	56
Saturday	Cloudy	Yes	Punukulu	167
Friday	Sunny	No	Punukulu	46
Saturday	Cloudy	Yes	Pani Puri	282
Wednesday	Sunny	Yes	Samosa	31
Sunday	Sunny	Yes	Mysore Bonda	213
Friday	Cloudy	Yes	Dosa	20
Sunday	Cloudy	No	Idli	270
Thursday	Cloudy	No	Mysore Bonda	44
Tuesday	Cloudy	No	Mirchi Bhajji	95
Monday	Sunny	No	Dosa	149
Wednesday	Rainy	No	Dosa	152
Thursday	Rainy	No	Dosa	139
Monday	Rainy	Yes	Idli	120
Tuesday	Cloudy	No	Mirchi Bhajji	65
Thursday	Rainy	Yes	Mysore Bonda	132
Sunday	Sunny	No	Pesarattu	163
Sunday	Cloudy	No	Mysore Bonda	239
Tuesday	Rainy	No	Idli	218
Tuesday	Cloudy	No	Punukulu	180
Saturday	Sunny	No	Mysore Bonda	155
Sunday	Cloudy	No	Pesarattu	166
Saturday	Sunny	No	Punukulu	191
Tuesday	Rainy	No	Dosa	248
Saturday	Cloudy	No	Biryani	142
Thursday	Cloudy	No	Mirchi Bhajji	263
Wednesday	Sunny	No	Idli	31
Sunday	Cloudy	No	Mysore Bonda	201
Monday	Cloudy	No	Pani Puri	122
Wednesday	Sunny	Yes	Pani Puri	261
Sunday	Sunny	Yes	Biryani	49
Sunday	Sunny	Yes	Pesarattu	37
Sunday	Cloudy	No	Mirchi Bhajji	202
Saturday	Rainy	Yes	Dosa	168
Saturday	Cloudy	No	Dosa	288
Sunday	Cloudy	No	Pani Puri	145
Wednesday	Sunny	Yes	Idli	230
Thursday	Sunny	Yes	Biryani	153
Thursday	Sunny	Yes	Samosa	50
Saturday	Sunny	No	Pani Puri	235
Monday	Sunny	No	Pani Puri	61
Monday	Rainy	Yes	Pani Puri	277
Tuesday	Rainy	No	Pesarattu	225
Thursday	Sunny	No	Pesarattu	260
Thursday	Cloudy	Yes	Punukulu	229
Friday	Cloudy	Yes	Pesarattu	256
Saturday	Rainy	No	Mirchi Bhajji	216
Friday	Sunny	Yes	Pani Puri	88
Wednesday	Cloudy	No	Pani Puri	28
Friday	Rainy	Yes	Pesarattu	104
Saturday	Sunny	Yes	Biryani	112
Friday	Rainy	Yes	Mysore Bonda	236
Wednesday	Sunny	No	Pesarattu	266
Saturday	Sunny	No	Idli	99
Monday	Cloudy	Yes	Pani Puri	54
Tuesday	Sunny	No	Mirchi Bhajji	36
Wednesday	Cloudy	No	Mysore Bonda	144
Tuesday	Rainy	Yes	Pesarattu	252
Saturday	Rainy	No	Idli	153
Thursday	Cloudy	No	Idli	21
Tuesday	Cloudy	No	Pesarattu	72
Monday	Rainy	Yes	Dosa	278
Thursday	Rainy	Yes	Pani Puri	62
Friday	Rainy	No	Mirchi Bhajji	178
Sunday	Cloudy	No	Pesarattu	68
Tuesday	Sunny	Yes	Pani Puri	59
Friday	Rainy	Yes	Biryani	92
Wednesday	Rainy	No	Dosa	156
Thursday	Cloudy	Yes	Pani Puri	127
Friday	Rainy	No	Idli	80
Thursday	Rainy	No	Pani Puri	49
Sunday	Rainy	No	Samosa	107
Friday	Cloudy	No	Pani Puri	285
Sunday	Sunny	No	Mysore Bonda	196
Sunday	Rainy	Yes	Dosa	295
Tuesday	Sunny	Yes	Pesarattu	292
Sunday	Rainy	Yes	Punukulu	41
Saturday	Sunny	Yes	Punukulu	53
Sunday	Cloudy	No	Dosa	152
Tuesday	Rainy	Yes	Pesarattu	100
Monday	Rainy	No	Mysore Bonda	143
Sunday	Sunny	Yes	Idli	52
Friday	Cloudy	Yes	Mysore Bonda	118
Wednesday	Sunny	Yes	Pesarattu	225
Monday	Sunny	Yes	Samosa	190
Saturday	Cloudy	No	Dosa	47
Monday	Cloudy	Yes	Biryani	117
Monday	Cloudy	No	Biryani	250
Thursday	Rainy	Yes	Samosa	44
Friday	Rainy	No	Pani Puri	175
Saturday	Cloudy	No	Mysore Bonda	228
Saturday	Rainy	No	Dosa	176
Wednesday	Cloudy	Yes	Punukulu	114
Friday	Rainy	Yes	Idli	228
Friday	Rainy	No	Pani Puri	98
Monday	Cloudy	No	Samosa	72
Monday	Cloudy	Yes	Mirchi Bhajji	214
Saturday	Rainy	Yes	Biryani	50
Sunday	Rainy	Yes	Idli	148
Tuesday	Rainy	Yes	Mirchi Bhajji	294
Tuesday	Cloudy	Yes	Idli	62
Saturday	Cloudy	No	Mirchi Bhajji	107
Saturday	Cloudy	No	Idli	35
Friday	Sunny	No	Mysore Bonda	64
Saturday	Sunny	Yes	Pani Puri	137
Tuesday	Rainy	No	Mysore Bonda	86
Sunday	Sunny	No	Biryani	123
Tuesday	Sunny	Yes	Biryani	257
Sunday	Cloudy	No	Mysore Bonda	85
Wednesday	Sunny	No	Samosa	94
Friday	Cloudy	Yes	Pesarattu	191
Tuesday	Rainy	Yes	Pani Puri	282
Sunday	Rainy	Yes	Idli	284
Thursday	Sunny	No	Biryani	167
Friday	Sunny	Yes	Idli	154
Monday	Cloudy	No	Pesarattu	264
Wednesday	Cloudy	No	Pani Puri	41
Saturday	Rainy	Yes	Pesarattu	62
Saturday	Rainy	No	Mirchi Bhajji	220
Saturday	Cloudy	Yes	Biryani	68
Thursday	Cloudy	No	Mirchi Bhajji	88
Tuesday	Rainy	No	Punukulu	280
Friday	Cloudy	No	Pani Puri	237
Saturday	Rainy	Yes	Samosa	125
Thursday	Rainy	Yes	Mirchi Bhajji	85
Tuesday	Rainy	Yes	Samosa	70
Sunday	Rainy	Yes	Punukulu	215
Monday	Cloudy	No	Pesarattu	248
Monday	Rainy	Yes	Dosa	280
Monday	Sunny	No	Samosa	151
Sunday	Rainy	No	Dosa	106
Saturday	Rainy	No	Pesarattu	57
Friday	Rainy	Yes	Pesarattu	255
Sunday	Rainy	Yes	Pani Puri	139
Wednesday	Cloudy	Yes	Punukulu	142
Friday	Cloudy	Yes	Mirchi Bhajji	262
Tuesday	Rainy	Yes	Pani Puri	133
Tuesday	Rainy	No	Mysore Bonda	24
Sunday	Rainy	No	Punukulu	284
Thursday	Rainy	No	Pani Puri	214
Saturday	Rainy	Yes	Idli	208
Sunday	Rainy	Yes	Idli	289
Tuesday	Rainy	Yes	Samosa	289
Tuesday	Sunny	Yes	Pani Puri	127
Monday	Cloudy	No	Mirchi Bhajji	294
Saturday	Cloudy	No	Mysore Bonda	229
Saturday	Cloudy	Yes	Mirchi Bhajji	162
Wednesday	Rainy	Yes	Mysore Bonda	157
Saturday	Cloudy	No	Mysore Bonda	191
Tuesday	Sunny	Yes	Pani Puri	122
Monday	Cloudy	No	Pani Puri	188
Friday	Rainy	Yes	Punukulu	270
Wednesday	Rainy	No	Pesarattu	64
Saturday	Sunny	No	Punukulu	217
Saturday	Sunny	No	Mysore Bonda	185
Sunday	Sunny	Yes	Mysore Bonda	237
Wednesday	Cloudy	Yes	Pesarattu	228
Wednesday	Cloudy	Yes	Pani Puri	243
Wednesday	Sunny	No	Mysore Bonda	291
Friday	Cloudy	Yes	Biryani	45
Friday	Sunny	No	Punukulu	114
Monday	Sunny	No	Dosa	39
Monday	Rainy	No	Mysore Bonda	99
Tuesday	Cloudy	Yes	Idli	288
Wednesday	Rainy	Yes	Pesarattu	105
Thursday	Cloudy	No	Punukulu	44
Friday	Rainy	No	Mirchi Bhajji	45
Monday	Rainy	Yes	Pesarattu	24
Sunday	Sunny	Yes	Pesarattu	22
Monday	Cloudy	Yes	Mysore Bonda	143
Wednesday	Rainy	No	Mirchi Bhajji	268
Monday	Cloudy	No	Pesarattu	159
Thursday	Sunny	No	Dosa	98
Thursday	Sunny	No	Mysore Bonda	156
Saturday	Cloudy	Yes	Mysore Bonda	89
Monday	Rainy	No	Dosa	222
Saturday	Cloudy	Yes	Samosa	98
Saturday	Rainy	No	Mirchi Bhajji	247
Saturday	Rainy	Yes	Punukulu	206
Saturday	Sunny	Yes	Samosa	202
Wednesday	Rainy	Yes	Punukulu	145
Sunday	Sunny	No	Mysore Bonda	194
Sunday	Cloudy	Yes	Samosa	101
Thursday	Sunny	No	Pesarattu	131
Friday	Cloudy	No	Mysore Bonda	282
Wednesday	Cloudy	No	Biryani	248
Friday	Rainy	Yes	Mysore Bonda	195
Monday	Rainy	Yes	Punukulu	53
Thursday	Cloudy	No	Pani Puri	55
Tuesday	Rainy	No	Pesarattu	69
Sunday	Cloudy	Yes	Pani Puri	125
Saturday	Sunny	No	Pesarattu	297
Tuesday	Rainy	Yes	Punukulu	192
Saturday	Rainy	No	Pesarattu	245
Thursday	Cloudy	No	Mirchi Bhajji	183
Friday	Sunny	No	Biryani	205
Wednesday	Cloudy	No	Dosa	176
Tuesday	Cloudy	No	Mysore Bonda	72
Wednesday	Cloudy	Yes	Idli	21
Sunday	Rainy	No	Biryani	269
Thursday	Rainy	Yes	Pesarattu	77
Wednesday	Sunny	No	Mysore Bonda	258
Monday	Sunny	Yes	Samosa	83
Wednesday	Rainy	No	Mysore Bonda	252
Sunday	Sunny	No	Pesarattu	143
Saturday	Sunny	No	Punukulu	267
Tuesday	Sunny	No	Pani Puri	259
Friday	Cloudy	No	Pesarattu	73
Tuesday	Cloudy	No	Mysore Bonda	178
Monday	Cloudy	No	Pani Puri	259
Tuesday	Rainy	No	Idli	141
Sunday	Sunny	No	Pani Puri	198
Friday	Sunny	No	Mysore Bonda	174
Sunday	Cloudy	No	Punukulu	70
Saturday	Cloudy	No	Biryani	99
Sunday	Rainy	No	Samosa	119
Thursday	Sunny	Yes	Dosa	174
Thursday	Sunny	No	Biryani	258
Monday	Cloudy	No	Mysore Bonda	69
Wednesday	Rainy	No	Mysore Bonda	145
Wednesday	Sunny	No	Pani Puri	194
Monday	Rainy	Yes	Mysore Bonda	165
Wednesday	Rainy	No	Biryani	82
Thursday	Sunny	Yes	Mirchi Bhajji	71
Monday	Sunny	No	Pani Puri	35
Saturday	Sunny	Yes	Mysore Bonda	38
Thursday	Cloudy	No	Biryani	270
Friday	Cloudy	Yes	Punukulu	180
Wednesday	Rainy	Yes	Mirchi Bhajji	99
Monday	Rainy	No	Dosa	237
Thursday	Cloudy	Yes	Pani Puri	121
Sunday	Cloudy	No	Dosa	208
Saturday	Cloudy	No	Biryani	270
Monday	Cloudy	Yes	Idli	293
Friday	Sunny	No	Samosa	129
Tuesday	Cloudy	Yes	Dosa	23
Monday	Cloudy	Yes	Biryani	259
Sunday	Cloudy	Yes	Mysore Bonda	178
Friday	Sunny	No	Mirchi Bhajji	135
Wednesday	Cloudy	No	Mysore Bonda	52
Saturday	Cloudy	Yes	Dosa	25
Saturday	Sunny	No	Dosa	206
Sunday	Rainy	No	Pani Puri	98
Thursday	Sunny	Yes	Pani Puri	112
Saturday	Cloudy	Yes	Mysore Bonda	155
Saturday	Sunny	Yes	Punukulu	287
Thursday	Cloudy	Yes	Samosa	84
Saturday	Sunny	Yes	Idli	58
Wednesday	Rainy	Yes	Pani Puri	101
Sunday	Cloudy	Yes	Samosa	270
Sunday	Rainy	Yes	Pani Puri	176
Thursday	Cloudy	No	Pesarattu	159
Thursday	Cloudy	Yes	Idli	211
Saturday	Cloudy	No	Pesarattu	59
Monday	Rainy	Yes	Punukulu	195
Monday	Sunny	No	Mysore Bonda	116
Friday	Sunny	No	Idli	49
Tuesday	Rainy	Yes	Dosa	247
Sunday	Rainy	No	Punukulu	174
Sunday	Sunny	No	Mysore Bonda	61
Wednesday	Cloudy	Yes	Idli	34
Monday	Cloudy	Yes	Dosa	144
Wednesday	Cloudy	Yes	Samosa	76
Tuesday	Cloudy	Yes	Punukulu	126
Thursday	Sunny	Yes	Biryani	280
Thursday	Cloudy	No	Mysore Bonda	267
Monday	Rainy	Yes	Mirchi Bhajji	267
Thursday	Sunny	Yes	Mysore Bonda	213
Tuesday	Rainy	No	Biryani	267
Thursday	Rainy	No	Samosa	233
Tuesday	Sunny	No	Idli	41
Wednesday	Rainy	No	Punukulu	45
Saturday	Cloudy	Yes	Punukulu	219
Sunday	Rainy	Yes	Biryani	135
Sunday	Rainy	Yes	Mirchi Bhajji	172
Saturday	Cloudy	No	Pesarattu	239
Thursday	Cloudy	Yes	Samosa	225
Monday	Cloudy	Yes	Biryani	218
Sunday	Cloudy	Yes	Mysore Bonda	27
Tuesday	Cloudy	Yes	Pani Puri	78
Saturday	Rainy	No	Biryani	83
Friday	Sunny	No	Punukulu	71
Tuesday	Cloudy	Yes	Mirchi Bhajji	257
Monday	Cloudy	No	Idli	80
Wednesday	Sunny	Yes	Dosa	223
Saturday	Sunny	No	Idli	225
Sunday	Sunny	Yes	Idli	77
Thursday	Rainy	Yes	Punukulu	281
Thursday	Cloudy	No	Punukulu	25
Tuesday	Rainy	Yes	Dosa	208
Friday	Sunny	No	Dosa	62
Monday	Cloudy	No	Mysore Bonda	142
Sunday	Cloudy	Yes	Mysore Bonda	179
Wednesday	Cloudy	No	Dosa	196
Monday	Sunny	Yes	Samosa	175
Monday	Sunny	Yes	Punukulu	145
Tuesday	Sunny	No	Pani Puri	282
Saturday	Rainy	No	Biryani	132
Wednesday	Rainy	No	Samosa	272
Thursday	Sunny	No	Biryani	118
Monday	Cloudy	No	Punukulu	251
Monday	Rainy	No	Samosa	86
Wednesday	Rainy	No	Biryani	188
Monday	Cloudy	No	Punukulu	138
Sunday	Rainy	No	Dosa	142
Thursday	Cloudy	No	Samosa	252
Sunday	Cloudy	No	Mysore Bonda	243
Sunday	Sunny	Yes	Mirchi Bhajji	163
Tuesday	Cloudy	No	Mysore Bonda	139
Sunday	Sunny	No	Dosa	42
Tuesday	Sunny	Yes	Pesarattu	235
Saturday	Rainy	No	Pani Puri	275
Wednesday	Cloudy	Yes	Biryani	174
Friday	Cloudy	Yes	Pesarattu	244
Saturday	Sunny	Yes	Punukulu	67
Wednesday	Cloudy	Yes	Pani Puri	168
Tuesday	Cloudy	Yes	Mysore Bonda	204
Sunday	Rainy	No	Mysore Bonda	231
Sunday	Sunny	Yes	Samosa	46
Thursday	Rainy	No	Mirchi Bhajji	177
Thursday	Cloudy	No	Pani Puri	234
Wednesday	Cloudy	Yes	Punukulu	253
Tuesday	Sunny	No	Dosa	171
Friday	Cloudy	No	Biryani	124
Friday	Sunny	No	Mirchi Bhajji	290
Sunday	Cloudy	No	Biryani	242
Thursday	Rainy	Yes	Mirchi Bhajji	54
Tuesday	Rainy	Yes	Mirchi Bhajji	300
Thursday	Sunny	No	Mysore Bonda	253
Thursday	Rainy	No	Mysore Bonda	40
Sunday	Rainy	Yes	Mirchi Bhajji	93
Thursday	Sunny	No	Mysore Bonda	114
Saturday	Cloudy	Yes	Samosa	48
Thursday	Sunny	No	Samosa	86
Friday	Rainy	No	Idli	115
Saturday	Sunny	No	Punukulu	105
Wednesday	Sunny	Yes	Dosa	118
Saturday	Sunny	Yes	Idli	130
Friday	Rainy	Yes	Pesarattu	163
Thursday	Sunny	No	Biryani	213
Friday	Cloudy	Yes	Biryani	224
Friday	Cloudy	Yes	Dosa	194
Thursday	Rainy	No	Pani Puri	91
Friday	Cloudy	Yes	Idli	278
Wednesday	Sunny	No	Biryani	36
Sunday	Cloudy	No	Pesarattu	291
Sunday	Rainy	No	Pesarattu	292
Thursday	Cloudy	Yes	Samosa	79
Friday	Rainy	Yes	Pesarattu	105
Wednesday	Cloudy	No	Idli	291
Sunday	Sunny	No	Dosa	247
Thursday	Cloudy	Yes	Pani Puri	190
Sunday	Sunny	No	Punukulu	237
Friday	Rainy	No	Punukulu	223
Monday	Rainy	Yes	Biryani	137
Saturday	Rainy	Yes	Idli	82
Tuesday	Sunny	No	Biryani	67
Friday	Rainy	No	Punukulu	225
Thursday	Sunny	Yes	Punukulu	261
Friday	Rainy	No	Idli	285
Thursday	Sunny	Yes	Pesarattu	100
Sunday	Cloudy	No	Mirchi Bhajji	108
Friday	Sunny	No	Mirchi Bhajji	178
Wednesday	Sunny	No	Biryani	140
Tuesday	Sunny	Yes	Mysore Bonda	22
Monday	Cloudy	Yes	Biryani	111
Friday	Cloudy	No	Pani Puri	60
Tuesday	Sunny	Yes	Idli	21
Monday	Rainy	No	Pani Puri	172
Wednesday	Cloudy	Yes	Mirchi Bhajji	161
Friday	Cloudy	Yes	Samosa	48
Sunday	Cloudy	No	Mirchi Bhajji	87
Sunday	Cloudy	No	Biryani	70
Wednesday	Sunny	No	Mysore Bonda	149
Wednesday	Sunny	Yes	Dosa	223
Monday	Cloudy	No	Pesarattu	297
Sunday	Sunny	Yes	Biryani	210
Friday	Cloudy	Yes	Dosa	130
Thursday	Rainy	Yes	Mirchi Bhajji	45
Sunday	Sunny	No	Pani Puri	248
Friday	Sunny	Yes	Idli	225
Thursday	Sunny	No	Punukulu	195
Friday	Rainy	Yes	Mysore Bonda	23
Monday	Cloudy	Yes	Samosa	241
Thursday	Rainy	No	Idli	34
Friday	Sunny	No	Samosa	86
Monday	Sunny	Yes	Punukulu	200
Tuesday	Sunny	Yes	Idli	250
Sunday	Sunny	No	Dosa	264
Friday	Cloudy	Yes	Samosa	195
Friday	Rainy	No	Pani Puri	83
Monday	Cloudy	Yes	Mysore Bonda	62
Wednesday	Rainy	Yes	Biryani	258
Wednesday	Cloudy	No	Samosa	178
Tuesday	Cloudy	No	Dosa	230
Tuesday	Cloudy	Yes	Pani Puri	60
Friday	Rainy	Yes	Samosa	111
Wednesday	Rainy	No	Mysore Bonda	140
Sunday	Rainy	No	Mysore Bonda	265
Tuesday	Cloudy	No	Dosa	176
Tuesday	Rainy	No	Pesarattu	256
Friday	Cloudy	Yes	Mirchi Bhajji	205
Thursday	Sunny	No	Mirchi Bhajji	177
Tuesday	Rainy	Yes	Idli	44
Sunday	Sunny	No	Punukulu	29
Saturday	Cloudy	Yes	Pesarattu	261
Friday	Cloudy	Yes	Biryani	45
Friday	Cloudy	Yes	Samosa	234
Saturday	Cloudy	No	Dosa	264
Thursday	Sunny	No	Idli	227
Thursday	Rainy	Yes	Idli	207
Wednesday	Rainy	Yes	Biryani	133
Thursday	Rainy	Yes	Biryani	63
Saturday	Cloudy	Yes	Samosa	190
Tuesday	Cloudy	Yes	Samosa	78
Sunday	Cloudy	Yes	Idli	222
Wednesday	Sunny	No	Mysore Bonda	188
Thursday	Rainy	Yes	Biryani	53
Friday	Cloudy	Yes	Dosa	131
Wednesday	Rainy	No	Mysore Bonda	176
Tuesday	Sunny	Yes	Pani Puri	233
Saturday	Cloudy	No	Mysore Bonda	62
Wednesday	Sunny	Yes	Idli	105
Thursday	Sunny	No	Mysore Bonda	140
Thursday	Cloudy	Yes	Biryani	123
Tuesday	Rainy	Yes	Biryani	48
Thursday	Cloudy	No	Mirchi Bhajji	54
Sunday	Rainy	No	Pesarattu	94
Thursday	Rainy	No	Dosa	186
Wednesday	Cloudy	Yes	Pesarattu	110
Saturday	Sunny	Yes	Mirchi Bhajji	272
Friday	Sunny	Yes	Mirchi Bhajji	246
Wednesday	Cloudy	Yes	Dosa	176
Tuesday	Rainy	No	Biryani	161
Wednesday	Sunny	Yes	Pani Puri	109
Friday	Cloudy	Yes	Pani Puri	253
Tuesday	Sunny	Yes	Dosa	146
Monday	Cloudy	Yes	Pesarattu	194
Tuesday	Rainy	Yes	Biryani	112
Tuesday	Cloudy	No	Samosa	111
Tuesday	Cloudy	No	Pesarattu	31
Saturday	Rainy	No	Dosa	254
Tuesday	Sunny	Yes	Dosa	197
Monday	Cloudy	Yes	Mirchi Bhajji	44
Tuesday	Sunny	Yes	Pani Puri	69
Sunday	Sunny	No	Samosa	207
Wednesday	Cloudy	No	Biryani	156
Saturday	Rainy	Yes	Pesarattu	97
Tuesday	Rainy	No	Pani Puri	221
Wednesday	Sunny	Yes	Idli	210
Sunday	Cloudy	Yes	Idli	184
Tuesday	Rainy	Yes	Mysore Bonda	284
Monday	Rainy	Yes	Dosa	196
Monday	Cloudy	Yes	Pesarattu	150
Sunday	Sunny	No	Samosa	190
Saturday	Cloudy	No	Pani Puri	274
Monday	Cloudy	No	Dosa	108
Friday	Rainy	Yes	Pesarattu	229
Tuesday	Sunny	No	Samosa	230
Tuesday	Sunny	No	Mirchi Bhajji	141
Wednesday	Sunny	Yes	Biryani	254
Thursday	Sunny	No	Biryani	168
Tuesday	Sunny	No	Punukulu	217
Friday	Cloudy	No	Mysore Bonda	255
Monday	Cloudy	Yes	Dosa	236
Monday	Rainy	Yes	Biryani	75
Monday	Sunny	No	Mirchi Bhajji	69
Sunday	Sunny	Yes	Idli	268
Sunday	Rainy	Yes	Punukulu	126
Monday	Cloudy	No	Samosa	217
Tuesday	Rainy	Yes	Mirchi Bhajji	280
Thursday	Rainy	No	Samosa	290
Sunday	Rainy	No	Mirchi Bhajji	43
Wednesday	Rainy	Yes	Mirchi Bhajji	191
Thursday	Rainy	Yes	Mirchi Bhajji	265
Tuesday	Rainy	Yes	Biryani	265
Tuesday	Rainy	No	Idli	20
Saturday	Rainy	Yes	Pesarattu	249
Tuesday	Rainy	Yes	Mysore Bonda	127
Wednesday	Cloudy	No	Biryani	258
Friday	Sunny	Yes	Punukulu	133
Monday	Cloudy	No	Punukulu	210
Monday	Rainy	No	Pani Puri	165
Friday	Rainy	Yes	Mirchi Bhajji	256
Monday	Cloudy	No	Mysore Bonda	154
Friday	Sunny	No	Mirchi Bhajji	289
Friday	Rainy	No	Mysore Bonda	210
Monday	Rainy	No	Mysore Bonda	71
Monday	Cloudy	No	Pani Puri	240
Monday	Cloudy	No	Mirchi Bhajji	126
Wednesday	Sunny	Yes	Punukulu	44
Saturday	Rainy	No	Dosa	95
Monday	Rainy	Yes	Idli	198
Friday	Cloudy	No	Pani Puri	129
Tuesday	Cloudy	No	Mysore Bonda	143
Monday	Rainy	Yes	Samosa	213
Thursday	Rainy	No	Samosa	102
Sunday	Cloudy	Yes	Pani Puri	164
Friday	Cloudy	Yes	Biryani	72
Tuesday	Cloudy	Yes	Idli	211
Sunday	Cloudy	No	Pani Puri	32
Saturday	Sunny	No	Pesarattu	36
Friday	Rainy	Yes	Punukulu	126
Friday	Cloudy	No	Mysore Bonda	141
Friday	Rainy	No	Idli	178
Thursday	Sunny	No	Dosa	26
Tuesday	Cloudy	Yes	Punukulu	132
Sunday	Rainy	Yes	Biryani	35
Friday	Sunny	No	Dosa	180
Tuesday	Rainy	No	Dosa	29
Thursday	Rainy	No	Samosa	244
Friday	Rainy	No	Pani Puri	158
Thursday	Cloudy	Yes	Punukulu	274
Saturday	Sunny	No	Samosa	287
Friday	Cloudy	Yes	Idli	192
Tuesday	Cloudy	No	Mirchi Bhajji	48
Monday	Sunny	Yes	Dosa	39
Tuesday	Sunny	No	Biryani	210
Thursday	Rainy	No	Mysore Bonda	72
Tuesday	Cloudy	Yes	Pani Puri	285
Friday	Rainy	Yes	Pesarattu	72
Friday	Rainy	Yes	Punukulu	26
Wednesday	Sunny	No	Mirchi Bhajji	240
Monday	Rainy	Yes	Idli	131
Friday	Sunny	No	Punukulu	170
Sunday	Cloudy	No	Biryani	215
Sunday	Sunny	No	Samosa	187
Tuesday	Cloudy	No	Pani Puri	164
Wednesday	Cloudy	Yes	Biryani	94
Tuesday	Cloudy	Yes	Pesarattu	294
Friday	Cloudy	Yes	Samosa	145
Sunday	Cloudy	Yes	Mysore Bonda	59
Wednesday	Cloudy	Yes	Dosa	57
Sunday	Sunny	Yes	Idli	214
Saturday	Cloudy	Yes	Pesarattu	82
Friday	Sunny	No	Biryani	216
Monday	Sunny	No	Mysore Bonda	67
Sunday	Rainy	Yes	Samosa	84
Saturday	Cloudy	No	Idli	175
Saturday	Cloudy	No	Punukulu	128
Wednesday	Sunny	Yes	Dosa	154
Monday	Cloudy	Yes	Dosa	55
Friday	Sunny	Yes	Punukulu	73
Wednesday	Sunny	No	Samosa	138
Tuesday	Cloudy	Yes	Mysore Bonda	21
Wednesday	Cloudy	No	Biryani	277
Wednesday	Cloudy	Yes	Pesarattu	44
Sunday	Cloudy	No	Samosa	171
Saturday	Rainy	No	Punukulu	128
Monday	Sunny	Yes	Samosa	154
Sunday	Cloudy	No	Pesarattu	181
Thursday	Sunny	Yes	Mysore Bonda	187
Saturday	Cloudy	No	Biryani	252
Saturday	Cloudy	Yes	Dosa	129
Sunday	Cloudy	No	Pesarattu	288
Thursday	Sunny	Yes	Dosa	74
Saturday	Sunny	No	Pesarattu	65
Tuesday	Rainy	No	Pesarattu	56
Monday	Cloudy	Yes	Dosa	105
Thursday	Cloudy	No	Dosa	53
Saturday	Rainy	Yes	Pani Puri	270
Thursday	Sunny	Yes	Biryani	61
Monday	Rainy	No	Pani Puri	171
Thursday	Sunny	Yes	Pani Puri	135
Thursday	Sunny	No	Pesarattu	30
Monday	Cloudy	No	Pesarattu	286
Thursday	Cloudy	No	Punukulu	213
Sunday	Rainy	No	Punukulu	149
Friday	Sunny	No	Biryani	146
Thursday	Sunny	Yes	Biryani	253
Sunday	Cloudy	Yes	Samosa	247
Thursday	Sunny	No	Pani Puri	178
Friday	Sunny	Yes	Biryani	247
Friday	Sunny	Yes	Samosa	246
Monday	Rainy	No	Biryani	38
Wednesday	Rainy	Yes	Idli	67
Wednesday	Cloudy	No	Samosa	202
Wednesday	Rainy	No	Mysore Bonda	163
Tuesday	Sunny	Yes	Punukulu	175
Saturday	Rainy	No	Pani Puri	211
Tuesday	Sunny	Yes	Mysore Bonda	33
Sunday	Sunny	Yes	Pani Puri	144
Monday	Sunny	No	Idli	216
Saturday	Cloudy	No	Dosa	217
Saturday	Sunny	No	Mysore Bonda	140
Monday	Cloudy	Yes	Pesarattu	238
Saturday	Sunny	No	Punukulu	273
Saturday	Rainy	Yes	Dosa	198
Sunday	Rainy	No	Pani Puri	144
Sunday	Rainy	Yes	Mysore Bonda	218
Friday	Cloudy	Yes	Pesarattu	60
Tuesday	Cloudy	Yes	Samosa	266
Friday	Cloudy	No	Biryani	240
Monday	Cloudy	No	Punukulu	71
Thursday	Sunny	No	Mysore Bonda	84
Monday	Rainy	Yes	Mirchi Bhajji	89
Wednesday	Sunny	No	Punukulu	116
Wednesday	Cloudy	No	Pesarattu	225
Tuesday	Rainy	No	Biryani	72
Wednesday	Rainy	No	Pani Puri	268
Monday	Sunny	Yes	Pesarattu	87
Thursday	Rainy	Yes	Punukulu	222
Thursday	Rainy	Yes	Pani Puri	184
Tuesday	Rainy	Yes	Pani Puri	32
Friday	Sunny	No	Biryani	23
Monday	Rainy	Yes	Samosa	48
Monday	Cloudy	No	Samosa	232
Monday	Rainy	No	Dosa	152
Sunday	Cloudy	Yes	Idli	64
Sunday	Sunny	Yes	Biryani	282
Tuesday	Rainy	Yes	Punukulu	175
Saturday	Cloudy	Yes	Punukulu	227
Thursday	Sunny	Yes	Dosa	57
Monday	Cloudy	No	Punukulu	83
Thursday	Rainy	No	Dosa	231
Sunday	Cloudy	No	Mirchi Bhajji	55
Friday	Sunny	Yes	Samosa	291
Friday	Sunny	Yes	Biryani	230
Tuesday	Sunny	No	Pesarattu	82
Thursday	Cloudy	Yes	Dosa	34
Tuesday	Sunny	No	Pesarattu	79
Saturday	Rainy	No	Dosa	236
Friday	Sunny	No	Samosa	231
Sunday	Cloudy	No	Pesarattu	27
Sunday	Sunny	Yes	Dosa	54
Saturday	Rainy	Yes	Idli	195
Tuesday	Rainy	Yes	Mirchi Bhajji	252
Monday	Sunny	No	Dosa	256
Friday	Cloudy	No	Idli	115
Wednesday	Sunny	No	Pesarattu	152
Wednesday	Rainy	No	Dosa	239
Sunday	Rainy	No	Punukulu	77
Sunday	Sunny	Yes	Pesarattu	133
Tuesday	Sunny	No	Pesarattu	32
Friday	Rainy	Yes	Pani Puri	275
